,CNY,DRR,INR,PSK,URR,CEW,CROC,CYB,DBV,EUFX,EUO,FPE,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,IPFF,PFF,PGF,PGX,SPFF,UDN,ULE,USDU,UUP,YCL,YCS
2016-11-07,40.54,57.68,38.5,44.662365,17.3399,18.0557,48.7598,24.148000000000003,25.130395999999998,42.9758,24.603,16.970285,75.42388199999999,121.110001,73.415176,73.529999,107.360001,98.139999,107.269997,70.572601,92.370003,14.183810999999999,33.131832,16.212410000000002,12.910809,10.769567,21.245682000000002,15.5362,26.604,24.977591,69.8534,64.3104
2016-11-08,40.55,58.52,38.91,44.577162,17.3399,18.1193,48.1383,24.1426,25.327961,43.0956,24.7334,16.935368,75.95172099999999,120.760002,73.782524,72.089996,107.099998,97.709999,107.720001,70.572601,91.790001,14.282936999999999,33.045193,16.186370999999998,12.919518,10.761169,21.176638,15.4529,26.5976,25.04678,69.0222,65.0718
2016-11-09,40.55,58.77,38.91,44.106507,17.3399,17.9021,49.4515,24.1762,25.318082999999998,43.5133,25.2089,16.769506,74.86670699999999,121.269997,73.375473,70.209999,106.07,97.150002,107.379997,70.572601,91.129997,14.156776999999998,32.863234999999996,16.030146,12.788843,10.752775,21.028686999999998,15.155,26.9655,25.204929,68.0224,66.0122
2016-11-10,40.55,59.32,38.2674,43.200509000000004,16.5,17.6699,50.2518,24.0773,25.100761,43.6075,25.3254,16.673481,74.30953199999999,122.449997,72.839394,70.209999,105.870003,96.82,106.800003,70.572601,90.269997,14.147770999999999,32.386707,15.735063,12.527491,10.67723,20.989233,15.0837,27.1802,25.254351,66.6889,67.3008
2016-11-11,40.55,59.69,38.2674,43.073226,16.5,17.3668,50.9768,23.9844,24.922951,43.7647,25.5132,16.664753,73.76213100000001,122.989998,72.49192,70.209999,105.470001,96.68,107.16999799999999,70.572601,90.370003,14.174805,32.352055,15.682986999999999,12.501355,10.685623,20.920189,14.9714,27.2506,25.293888,66.9136,67.07
2016-11-14,40.52,61.0,38.2674,42.236999999999995,15.96,17.3484,50.8926,23.9347,25.071125,44.2142,26.0441,16.542536,73.81102,121.93,72.462135,70.209999,104.349998,95.730003,105.739998,70.572601,89.010002,14.111722,31.866869,15.474696,12.300987,10.584894,20.703196,14.6583,27.436,25.540997,64.8758,69.1087
2016-11-15,40.52,61.35,38.2674,43.082378999999996,15.9676,17.4511,50.7702,23.8726,25.199543,44.238,26.0682,16.647291,73.898987,121.650002,73.00817099999999,70.209999,104.300003,95.459999,105.730003,70.572601,88.379997,14.084689000000001,32.45602,15.792354999999999,12.528742999999999,10.769567,20.683467999999998,14.6441,27.4121,25.580532,63.9305,70.1099
2016-11-16,40.52,61.8437,38.2674,43.498043,16.1026,17.4248,51.9708,23.8242,24.972343,44.4219,26.2932,16.699671,73.05834200000001,121.370003,73.028008,70.209999,103.849998,95.360001,105.730003,68.952438,88.449997,13.931497,32.724613,15.870835000000001,12.616296,10.836717,20.614426,14.5169,27.4795,25.649723,64.017,70.0111
2016-11-17,40.5606,62.46,38.2674,43.206028,16.1026,17.3962,52.6938,23.8066,24.992098000000002,44.6737,26.5848,16.699671,72.540276,121.260002,72.670624,71.949997,103.290001,94.900002,105.059998,68.952438,87.75,13.787314000000002,32.473351,15.783634,12.546256,10.744383000000001,20.50593,14.3552,27.6129,25.797987,63.0119,71.1105
2016-11-18,40.5606,63.49,38.2674,42.83036,14.87,17.3083,53.8314,23.7118,24.853801999999998,44.8077,26.7549,16.647291,71.738701,120.58000200000001,72.660698,71.949997,102.940002,94.620003,104.699997,68.952438,87.08000200000001,13.742258999999999,32.196090999999996,15.635385999999999,12.449947,10.710807,20.417157999999997,14.2625,27.7379,25.886946,62.0148,72.2317
2016-11-21,40.5606,63.05,38.2674,43.031024,15.84,17.3667,53.4162,23.7195,24.942707000000002,44.6702,26.5773,16.621107000000002,71.97332,121.959999,73.176926,71.949997,103.300003,94.66999799999999,105.099998,69.15123,86.879997,13.940509,32.404045,15.748753,12.519989,10.777961,20.486202,14.3555,27.636,25.788101,61.7735,72.5033
2016-11-22,40.5606,62.49,38.2674,43.292582,15.88,17.3883,52.9065,23.7441,24.982222,44.6757,26.5908,16.644878,72.364319,121.18,72.978401,71.949997,103.260002,94.480003,105.150002,69.15123,86.860001,13.940509,32.646637,15.818519,12.590029,10.786354,20.476339000000003,14.3477,27.666,25.827637,61.7167,72.5673
2016-11-23,40.5606,63.29,38.2674,43.189163,15.57,17.2863,53.0914,23.7283,25.021734,44.9741,26.9409,16.653658,72.247002,121.410004,72.730186,71.949997,102.559998,93.989998,104.410004,68.157249,85.720001,13.931497,32.568665,15.809795999999999,12.581277,10.794744999999999,20.348114000000002,14.1582,27.8238,25.985788,60.1262,74.437
2016-11-25,40.52,63.3253,38.2674,43.283351,15.6803,17.2886,52.5003,23.6572,25.011855999999998,44.8109,26.7425,16.627333,72.647774,121.599998,72.611046,71.949997,102.970001,94.25,104.949997,68.157249,85.209999,13.904461999999999,32.637962,15.84467,12.572519999999999,10.819930000000001,20.377705,14.2612,27.8004,25.936365,59.435,75.2864
2016-11-28,40.52,63.0493,37.8164,43.19547,15.6803,17.3673,51.7765,23.7173,25.16003,44.7468,26.6765,16.609780999999998,73.136513,121.150002,73.11737099999999,71.949997,103.110001,94.269997,105.220001,68.415672,86.089996,13.940509,32.585991,15.818519,12.607542,10.845113000000001,20.436884,14.2949,27.7138,25.867178,60.5477,73.8685
2016-11-29,40.52,62.35,37.8164,43.21777,15.6803,17.3353,51.6921,23.7449,25.100761,44.5866,26.4872,16.583460000000002,73.204971,121.949997,73.057808,71.949997,103.5,94.379997,105.650002,68.415672,85.800003,13.922482999999998,32.629307,15.827229999999998,12.590029,10.828322,20.486202,14.3953,27.6784,25.807871,60.2154,74.2699
2016-11-30,40.65,63.2989,37.8164,42.911823999999996,15.6803,17.4045,53.0916,23.7879,25.120518,44.7905,26.7179,16.522038000000002,72.198135,122.110001,73.037933,71.949997,102.980003,93.959999,104.839996,68.10754399999999,84.260002,13.976554,32.473351,15.713867,12.493724,10.803142,20.387569,14.2682,27.8084,25.946251,58.1152,76.8479
2016-12-01,40.6,62.39,38.0029,42.602824,15.5908,17.3493,52.5446,23.7773,25.16003,44.5284,26.4103,16.495716,72.546722,122.910004,73.683228,71.25,103.629997,94.550003,104.839996,68.395798,84.620003,14.146710999999998,32.266132,15.609228,12.406171,10.822133000000001,20.496067,14.432,27.7121,25.807871,58.4735,76.3664
2016-12-02,39.541,62.5101,38.0029,42.604923,15.5908,17.3857,52.1046,23.8076,25.239056,44.5151,26.4011,16.513269,72.869522,124.230003,73.891724,71.279999,103.620003,94.5,105.41999799999999,68.733757,84.970001,14.182917999999999,32.231319,15.644107,12.414927,10.771484,20.545382,14.4361,27.6357,25.748564000000002,58.9216,75.7758
2016-12-05,40.78,60.77,38.0029,42.549749,15.5908,17.4287,51.7937,23.8015,25.090881,44.099,25.9119,16.522038000000002,73.065125,124.209999,73.931442,71.33000200000001,104.610001,94.849998,106.459999,68.733757,84.790001,14.11956,32.283566,15.661554,12.414927,10.813692,20.693333,14.7021,27.5335,25.580532,58.7415,75.9932
2016-12-06,40.06,61.37,38.0029,42.639488,15.857,17.5374,51.959,23.8118,25.100761,44.2708,26.1196,16.548372,72.937988,123.690002,73.832153,72.620003,104.160004,94.5,106.230003,68.972298,84.610001,14.173866,32.344494,15.661554,12.432436000000001,10.779926,20.614426,14.5833,27.5731,25.679373000000002,58.4165,76.4102
2016-12-07,40.11,61.0,38.55,42.765584999999994,16.075,17.6266,51.6668,23.7654,25.15015,44.0995,25.9084,16.57469,73.14340200000001,123.230003,74.120064,72.620003,104.599998,94.849998,106.989998,68.972298,84.83000200000001,14.137657999999998,32.41415,15.687709,12.458703,10.80525,20.673605,14.7005,27.4997,25.6003,58.7193,76.0111
2016-12-08,40.0,62.53,38.55,42.649788,16.075,17.6094,51.9571,23.7869,25.258814,44.7107,26.625,16.592236,72.977112,122.82,74.378197,72.620003,103.120003,93.970001,105.900002,68.823212,84.660004,14.255322,32.405449,15.678991,12.441194,10.830575999999999,20.476339000000003,14.296,27.6425,25.827637,58.488,76.3146
2016-12-09,39.69,63.43,38.55,42.53477,16.075,17.5873,52.0397,23.6718,25.248934,44.9458,26.9177,16.583460000000002,72.879295,122.720001,74.447678,72.620003,102.58000200000001,93.809998,105.900002,68.823212,83.699997,14.182917999999999,32.327084,15.644107,12.423680000000001,10.83902,20.367842,14.1378,27.7694,25.936365,57.2048,77.9839
2016-12-12,39.69,62.3,38.55,42.268607,16.075,17.659000000000002,51.4934,23.5991,25.357595,44.6289,26.5064,16.548372,73.28031899999999,123.720001,74.715721,72.620003,103.339996,94.209999,105.610001,68.823212,83.870003,14.237222000000001,32.170372,15.556906,12.353639999999999,10.796812,20.496067,14.3521,27.6126,25.788101,57.4538,77.632
2016-12-13,40.828,63.3,38.24,42.30332,15.55,17.6939,51.3961,23.6233,25.337839000000002,44.6844,26.5793,16.548372,73.348801,123.470001,74.715721,72.620003,103.18,94.339996,105.769997,68.823212,83.760002,14.300579999999998,32.213898,15.565625,12.37115,10.830575999999999,20.476339000000003,14.312,27.6388,25.817755,57.2881,77.8541
2016-12-14,40.828,64.1,38.24,42.21172,15.55,17.6875,52.5561,23.6253,25.248934,45.0602,27.0769,16.565916,72.400032,122.470001,73.891724,70.940002,102.32,93.599998,104.370003,68.823212,82.349998,14.191967000000002,32.126841999999996,15.530745999999999,12.336129,10.796812,20.249481,14.043,27.9275,26.064863,55.3083,80.5429
2016-12-15,39.26,65.08,38.24,42.16029,14.9,17.4711,53.3495,23.5499,25.169909,45.5674,27.6381,16.636110000000002,71.950089,121.269997,73.50455500000001,70.480003,101.160004,92.650002,103.08000200000001,67.580727,81.68,14.210067,32.240017,15.572326,12.356150999999999,10.80525,20.022623,13.75,28.1208,26.351507,54.4006,81.8543
2016-12-16,39.63,64.55,38.3797,41.457506,14.9,17.4508,54.1914,23.5519,25.367473999999998,45.4401,27.4969,16.644878,71.402344,121.790001,73.514481,70.480003,101.470001,92.900002,103.050003,67.580727,81.82,14.327731,32.318375,15.589864000000002,12.373753,10.830575999999999,20.081804,13.8195,28.1119,26.262546999999998,54.5638,81.6051
2016-12-19,39.63,65.21,38.3797,41.648756,15.1,17.4657,54.96100000000001,23.486,25.021734,45.6162,27.7085,16.662426,70.9133,120.970001,73.107422,70.879997,101.019997,92.949997,103.239998,67.352112,82.379997,14.201015,32.448986,15.6337,12.426559,10.847461000000001,20.022623,13.7119,28.1435,26.341621000000004,55.299,80.49600000000002
2016-12-20,39.9857,65.32,38.3797,41.771755999999996,14.7,17.464000000000002,54.8079,23.4845,24.982222,45.6655,27.7712,16.662426,70.99155400000001,120.639999,73.395332,70.400002,100.93,92.800003,103.5,67.570801,81.82,14.210067,32.509914,15.677541,12.444158,10.864344000000001,19.983171,13.6803,28.1931,26.391045000000002,54.6464,81.4395
2016-12-21,39.9857,65.14,38.0175,42.020593,14.9357,17.5003,54.9133,23.5844,24.824167000000003,45.4903,27.5558,16.697536,70.92306500000001,120.589996,73.196793,71.58000200000001,101.349998,93.029999,105.110001,67.570801,82.08000200000001,14.273423999999999,32.605686,15.747691,12.523366000000001,10.889667999999999,20.042351,13.7861,28.1666,26.311971999999997,54.8688,81.1044
2016-12-22,39.9857,64.9,38.0175,42.152685,14.9357,17.4788,55.4899,23.5355,24.666114999999998,45.4808,27.5414,16.724001,70.570953,119.870003,72.680534,71.58000200000001,101.360001,93.07,105.25,67.570801,82.019997,14.248904999999999,32.669598,15.791530999999999,12.523366000000001,10.898108,20.032488,13.7928,28.226,26.341621000000004,54.8649,81.1057
2016-12-23,39.9857,64.63,38.0175,42.150294,14.9357,17.5129,56.0278,23.4962,24.616722,45.4146,27.4633,16.750467,70.218819,119.739998,72.472054,71.58000200000001,101.519997,92.879997,105.25,67.570801,82.220001,14.149007999999998,32.695854,15.782764000000002,12.540965,10.931875,20.052216,13.8314,28.2158,26.321854,55.0226,80.8696
2016-12-27,39.0,64.7,38.0175,42.002364,14.9357,17.5111,55.914,23.4669,24.606846,45.3786,27.4255,16.741638000000002,70.297066,119.730003,72.23380300000001,71.58000200000001,101.57,92.870003,104.839996,67.322304,82.099998,14.03095,32.529545,15.738920000000002,12.523366000000001,10.889667999999999,20.042351,13.8487,28.2408,26.311971999999997,54.95399999999999,80.9562
2016-12-28,38.61,65.5,38.0175,41.960443,14.9357,17.4994,55.8817,23.4489,24.725386,45.5739,27.6575,16.741638000000002,70.277512,119.199997,72.36286199999999,71.309998,101.099998,92.769997,105.410004,67.113564,82.360001,14.1036,32.494510999999996,15.721381,12.505764,10.845746,20.01276,13.7314,28.2757,26.381161,55.2257,80.5545
2016-12-29,39.28,65.0,38.0175,41.963175,14.75,17.5782,55.4429,23.3904,24.606846,45.2876,27.3171,16.750467,70.570953,119.660004,72.620979,71.309998,101.870003,93.190002,106.099998,67.113564,82.760002,14.176251999999998,32.51202,15.747691,12.523366000000001,10.845746,20.111393,13.8996,28.158,26.232895000000003,55.6843,79.8811
2016-12-30,39.05,65.0,37.962,41.966013000000004,15.39,17.5932,55.3494,23.3817,24.508062,45.1096,27.0859,16.750467,70.600296,120.260002,73.037933,71.309998,102.260002,93.730003,106.339996,67.570801,82.519997,14.294312,32.573299,15.747691,12.523366000000001,10.879745,20.180437,14.0173,28.0973,26.15382,55.4294,80.2448
2017-01-03,39.0,64.85,37.962,42.287365,15.39,17.5382,55.2374,23.4517,24.764896,45.6506,27.7412,16.785746,70.723045,119.33000200000001,73.00817099999999,70.220001,100.93,92.889999,105.599998,67.570801,81.870003,14.403289000000001,32.827164,15.861678,12.58497,10.913747,19.993033999999998,13.6751,28.3147,26.391045000000002,54.6172,81.4045
2017-01-04,39.8699,64.58,37.962,42.829184999999995,15.39,17.5651,54.3317,23.4769,24.784654999999997,45.2881,27.3181,16.847494,71.29079399999999,120.239998,73.703102,70.620003,101.870003,93.400002,106.139999,67.570801,82.199997,14.712064000000002,33.221096,16.045809,12.778583,11.007242999999999,20.140984,13.8833,28.2065,26.193357000000002,54.8944,80.9865
2017-01-05,39.8699,63.09,37.962,42.844590999999994,15.39,17.7188,53.4491,23.9482,24.755018,44.8032,26.7245,16.900408,71.878098,121.139999,74.080338,70.620003,102.980003,94.470001,107.349998,67.570801,83.5,14.693903,33.194828,16.028275,12.760983,11.041244,20.338252999999998,14.184,27.9306,25.916597,56.6058,78.46300000000002
2017-01-06,38.71,64.08,37.962,42.855117,15.39,17.6678,53.9882,23.7578,24.794532999999998,45.0806,27.0484,16.865130999999998,71.48653399999999,119.849998,74.120064,70.620003,102.290001,93.800003,107.0,67.928627,82.389999,14.830120999999998,33.177315,16.028275,12.76978,11.041244,20.200165,14.0112,28.0889,26.104399,55.2142,80.389
2017-01-09,40.0693,63.85,37.962,42.924824,15.29,17.5985,53.2007,23.7032,24.87356,44.9336,26.8745,16.882767,72.005356,118.68,74.15975999999999,70.620003,102.660004,93.989998,106.779999,67.928627,83.139999,14.748389999999999,33.133559999999996,16.037036999999998,12.76978,11.007242999999999,20.249481,14.0997,28.0626,26.03521,56.1018,79.0842
2017-01-10,40.0,63.335,37.962,43.026107,15.29,17.611,52.9967,23.7279,24.824167000000003,44.971,26.9168,16.909233,72.161964,118.75,74.169685,70.620003,102.550003,93.910004,106.489998,67.928627,83.43,14.675735999999999,33.273613,16.072111,12.804986,11.058242,20.239618,14.077,28.0878,26.045094,56.4996,78.5216
2017-01-11,40.0,65.3148,37.962,43.307871999999996,15.2318,17.4715,51.8868,23.7439,25.001976000000003,44.9235,26.8521,16.962158,72.91570300000001,119.050003,74.467545,71.75,102.690002,93.980003,107.0,67.928627,83.589996,14.857368,33.431183000000004,16.159794,12.892989,11.075239,20.298798,14.1105,28.0452,25.985788,56.7053,78.2327
2017-01-12,40.22,62.5,37.962,43.294133,15.5,17.7066,51.2293,23.8396,24.972343,44.7188,26.5995,16.953335,73.375771,118.769997,74.715721,71.75,103.16999799999999,94.480003,108.129997,67.928627,84.209999,14.948179999999999,33.352394,16.16856,12.884192,11.058242,20.357979,14.2417,27.9177,25.886946,57.5521,77.0563
2017-01-13,40.22,62.4424,37.962,43.253437,15.5,17.691,51.146,23.8994,24.982222,44.659,26.5238,16.926876,73.454063,118.91999799999999,74.745506,72.07,103.309998,94.589996,108.610001,67.928627,84.16999799999999,14.875531,33.361156,16.145664,12.866525,11.049743,20.387569,14.2816,27.8546,25.857292,57.5545,77.0514
2017-01-17,40.23,61.4008,37.9701,43.250801,15.7057,17.7201,50.2676,23.965,25.051369,44.3763,26.1898,16.988617,74.051163,120.959999,75.132683,72.07,103.949997,95.160004,108.91999799999999,67.928627,85.610001,14.984509,33.247355999999996,16.136851999999998,12.839994,11.049743,20.565109,14.4597,27.611,25.620070000000002,59.4814,74.4641
2017-01-18,40.3462,61.98,37.9701,43.179066999999996,15.7057,17.7282,50.9449,24.0324,25.011855999999998,44.6553,26.5186,16.997442000000003,73.561752,119.699997,73.99098199999999,72.07,103.269997,94.730003,108.410004,67.928627,84.339996,14.802876000000001,33.264858000000004,16.119235999999997,12.82231,11.06674,20.387569,14.2775,27.8968,25.857292,57.7864,76.5825
2017-01-19,40.13,62.4,37.9701,42.812061,15.7057,17.6394,50.2928,23.9944,25.179787,44.5627,26.4135,16.953335,74.041397,120.309998,73.683228,71.540001,103.519997,94.760002,108.410004,67.928627,83.980003,14.721144,32.967232,15.987115,12.70735,10.998742,20.407295,14.3339,27.8993,25.817755,57.2584,77.2758
2017-01-20,40.16,62.174,37.9701,42.708816,15.5937,17.7105,50.385,23.9899,25.041492,44.4158,26.2476,16.967691000000002,73.98266600000001,120.599998,73.613762,71.540001,103.860001,95.160004,108.769997,67.928627,84.209999,14.811957999999999,33.046013,16.004726,12.760408,10.981745,20.476339000000003,14.4234,27.7912,25.728798,57.5701,76.8521
2017-01-23,40.3,61.6,37.9701,43.079471000000005,15.5937,17.7986,50.0893,24.0644,25.11064,44.2174,26.001,16.99427,74.15885899999999,121.949997,73.931442,71.540001,104.32,95.5,109.410004,68.614487,85.230003,14.848288,33.177315,16.110428,12.85768,11.007242999999999,20.604563,14.5573,27.5928,25.590416,58.9726,74.9677
2017-01-24,40.3,61.31,37.9701,43.104369,15.5937,17.8179,49.9293,24.0697,25.189667,44.264,26.0643,17.01199,74.295906,122.0,74.546944,71.540001,104.16999799999999,95.309998,109.16999799999999,68.614487,84.739998,14.993589000000002,33.238597999999996,16.110428,12.85768,11.06674,20.574972,14.5215,27.6201,25.6003,58.2587,75.872
2017-01-25,40.3,61.3026,37.9701,42.939039,15.5937,17.8139,50.1001,24.0366,25.16003,44.1894,25.9763,16.985415,74.16864,123.25,75.083031,71.540001,104.389999,95.449997,109.370003,68.614487,85.18,15.193382000000001,33.124802,16.048767,12.813467,11.032739999999999,20.653879,14.5702,27.467,25.511341,58.8362,75.118
2017-01-26,40.6,61.61,38.25,43.120018,15.5937,17.7904,50.5901,24.0735,25.16003,44.505,26.3261,17.01199,73.816261,122.809998,74.894432,71.58000200000001,103.620003,95.449997,109.389999,68.525017,84.199997,15.256955,33.264858000000004,16.101622,12.831147999999999,11.092241,20.525656,14.3739,27.6332,25.679373000000002,57.5357,76.7818
2017-01-27,40.46,61.67,38.25,43.208234999999995,15.5937,17.8005,50.4012,23.956,25.179787,44.4236,26.2467,17.038572,73.953293,122.449997,74.68594399999999,71.58000200000001,103.82,95.43,109.389999,68.525017,83.720001,15.193382000000001,33.238597999999996,16.136851999999998,12.85768,11.06674,20.525656,14.417,27.6247,25.689259,56.8856,77.6467
2017-01-30,40.5,61.734,38.3,43.255796000000004,15.5937,17.8552,50.372,23.9521,25.179787,44.434,26.258000000000006,17.056295000000002,73.972862,121.779999,74.78520999999999,71.58000200000001,103.809998,95.83000200000001,109.5,68.525017,84.790001,15.293279,33.247355999999996,16.136851999999998,12.85768,11.049743,20.545382,14.4096,27.5497,25.639837,58.2798,75.7351
2017-01-31,40.52,61.0,38.42,43.336253,15.5937,17.8814,49.9568,23.9781,25.15015,44.0149,25.7677,17.056295000000002,74.256737,122.730003,75.400719,71.58000200000001,104.809998,96.360001,110.589996,68.525017,85.410004,15.39318,33.352394,16.172091,12.884212,11.075239,20.713058,14.6777,27.3732,25.432268,59.1241,74.6337
2017-02-01,40.52,61.0,38.51,43.321744,15.9,17.892,49.9428,24.0555,25.15015,44.1222,25.8783,17.074015,74.297195,123.480003,75.19225300000001,71.58000200000001,104.510002,96.110001,110.300003,68.525017,85.18,15.384970000000001,33.344494,16.180892999999998,12.875364999999999,11.111566999999999,20.693333,14.6139,27.3727,25.452036,58.8399,74.9857
2017-02-02,40.52,60.5,38.55,43.431389,15.82,18.0061,48.8596,24.1263,25.239056,44.1561,25.9168,17.100597,75.061325,122.300003,75.351105,71.58000200000001,104.440002,96.010002,110.839996,68.525017,85.489998,15.430573,33.485245,16.224936,12.910739999999999,11.162852,20.673605,14.5914,27.3277,25.491573000000002,59.2958,74.4039
2017-02-03,40.52,60.5,38.55,43.564084,15.84,18.0816,48.6034,24.1093,25.318082999999998,44.0863,25.8381,17.153761,75.286636,121.769997,75.30145300000001,73.110001,104.639999,96.059998,110.839996,68.525017,85.550003,15.467048000000002,33.573231,16.242552,12.937267,11.205587,20.683467999999998,14.6353,27.3021,25.481689000000003,59.3515,74.3311
2017-02-06,40.26,61.881,38.65,43.6359,16.2909,18.0708,48.9304,24.1827,25.347717000000003,44.2064,25.9751,17.17148,75.04171,121.57,74.96390500000001,73.18,104.32,96.230003,109.550003,68.525017,86.290001,15.503526999999998,33.634815,16.286592000000002,12.981483,11.197041,20.663744,14.5566,27.3216,25.501457000000002,60.3625,73.0576
2017-02-07,40.18,61.52,39.3699,43.706313,16.2909,18.0035,49.2496,24.1483,25.387232,44.4603,26.2822,17.198059,74.787003,122.019997,74.497322,71.660004,103.709999,95.68,108.949997,68.525017,85.769997,15.403209,33.65242,16.295403,13.008011999999999,11.214136,20.565109,14.3839,27.4335,25.629953,59.6981,73.8582
2017-02-08,39.9698,56.3888,39.3699,43.866351,16.1731,18.0028,49.1843,24.0894,25.278568,44.4637,26.2852,17.224642000000003,74.845795,122.16999799999999,74.566826,71.660004,103.709999,95.760002,109.160004,68.823212,86.010002,15.366729999999999,33.863556,16.383488,13.043383,11.256872999999999,20.584835,14.3817,27.3965,25.6003,60.0102,73.4659
2017-02-09,40.64,62.244,39.3699,43.788174,16.1731,18.0373,49.2867,24.099,25.308204999999997,44.5749,26.416,17.215778,74.76741,121.910004,74.64624,71.660004,103.459999,95.199997,108.58000200000001,68.823212,85.110001,15.421445,33.810776000000004,16.348254999999998,13.043383,11.265419999999999,20.50593,14.3097,27.4653,25.699144,58.709,75.0621
2017-02-10,40.64,62.44,39.3699,43.830023,15.6525,18.0605,48.6667,24.0652,25.377354,44.6778,26.5461,17.251219,75.218056,121.779999,74.96390500000001,71.660004,103.220001,94.989998,108.139999,68.823212,85.050003,15.49441,33.837173,16.365864000000002,13.043383,11.308156,20.476339000000003,14.2388,27.4721,25.728798,58.5878,75.2147
2017-02-13,40.64,62.91,39.3699,43.856089000000004,15.75,18.0601,49.0708,24.0408,25.387232,44.8568,26.7484,17.251219,74.904572,122.139999,75.023476,71.660004,102.809998,94.75,108.099998,68.823212,84.800003,15.558239000000002,33.872368,16.365864000000002,13.061071,11.316702000000001,20.436884,14.1291,27.5148,25.788101,58.2764,75.6052
2017-02-14,40.64,63.27,39.34,43.854941,15.2958,18.1002,48.916,24.1176,25.377354,44.9426,26.8534,17.251219,74.992737,121.599998,75.023476,71.43,102.629997,94.68,108.019997,68.823212,84.33000200000001,15.49441,33.872368,16.374670000000002,13.069913,11.299610000000001,20.377705,14.0732,27.5458,25.847407999999998,57.7006,76.3495
2017-02-15,40.64,63.28,39.34,43.897736,15.2958,18.1515,48.1324,24.1432,25.565039000000002,44.8281,26.7181,17.268946,75.639336,121.470001,75.01355,71.949997,102.879997,94.82,108.279999,68.833145,84.5,15.49441,33.916354999999996,16.386179000000002,13.078796,11.308156,20.427021,14.1439,27.5093,25.797987,57.8689,76.1238
2017-02-16,41.5,62.3034,39.34,43.898454,15.2958,18.1789,48.4187,24.1594,25.377354,44.5324,26.3676,17.295527,75.394402,121.75,74.973846,71.949997,103.58000200000001,95.589996,109.029999,68.833145,85.129997,15.603838,33.863556,16.403881,13.043257,11.291063000000001,20.545382,14.3289,27.4226,25.649723,58.7118,75.01100000000002
2017-02-17,41.5,62.37,39.34,43.849369,15.2958,18.0936,48.733,24.133000000000003,25.406988000000002,44.8076,26.6805,17.322105,75.178871,121.050003,74.884499,71.949997,102.93,95.029999,108.239998,68.833145,85.360001,15.685920000000001,33.872368,16.395029,13.025486,11.291063000000001,20.446747,14.1582,27.5083,25.778217,59.0166,74.6194
2017-02-21,41.5,62.3083,39.34,43.829572999999996,15.05,18.0896,48.5516,24.0847,25.565039000000002,45.0746,27.0091,17.31325,75.276848,121.629997,74.64624,71.949997,102.290001,94.440002,107.5,68.833145,84.809998,15.713279,33.872368,16.386179000000002,13.043257,11.299610000000001,20.357979,13.9822,27.5322,25.896829999999998,58.287,75.53399999999998
2017-02-22,40.46,63.6798,39.34,43.864787,15.05,18.1634,48.2097,24.0894,25.604553,44.9839,26.893,17.322142000000003,75.551147,121.510002,74.616447,71.949997,102.5,94.389999,107.709999,68.833145,85.25,15.704163000000001,33.889965000000004,16.386179000000002,13.043257,11.342347,20.397432000000002,14.0418,27.4701,25.837523,58.8512,74.7999
2017-02-23,40.46,63.56,39.34,44.011345,15.05,18.2691,48.13399999999999,24.1165,25.644066,44.9215,26.8326,17.331032,75.61972,122.349998,74.795135,71.949997,102.66999799999999,94.68,107.360001,68.833145,85.5,15.786238,34.013123,16.448109,13.114338,11.333798,20.436884,14.073,27.3753,25.778217,59.187,74.37
2017-02-24,40.46,63.3,39.34,44.099835,15.2629,18.2038,48.5832,24.155,25.63419,45.0078,26.9355,17.375525,75.267059,121.489998,74.815002,71.949997,102.440002,94.57,106.910004,68.833145,85.989998,15.777113,34.083515000000006,16.483504999999997,13.132107999999999,11.316702000000001,20.407295,14.018,27.4108,25.827637,59.8634,73.5186
2017-02-27,40.46,63.1,39.34,44.079921999999996,15.4299,18.2133,48.5809,24.1361,25.63419,44.8864,26.7935,17.375525,75.257263,121.339996,74.517166,71.949997,102.739998,94.41999799999999,106.91999799999999,68.833145,85.470001,15.722398000000002,34.11871,16.492348,13.140992,11.316702000000001,20.407295,14.0909,27.4423,25.827637,59.1712,74.36
2017-02-28,40.46,62.71,39.34,44.091851,15.4299,18.1532,48.7068,24.1652,25.525528,44.8665,26.7696,17.384420000000002,75.12011,121.019997,73.832153,71.949997,102.779999,94.879997,106.93,68.833145,85.809998,15.467048000000002,34.048325,16.483504999999997,13.132107999999999,11.248325999999999,20.407295,14.1031,27.4768,25.807871,59.5943,73.8265
2017-03-01,40.46,63.694,39.34,43.937704,15.4299,18.1048,48.5794,24.1159,25.555164,45.0761,27.009,17.411116,75.30439799999999,119.800003,73.534325,71.949997,102.279999,94.440002,106.699997,68.833145,84.769997,15.41484,33.951946,16.456964000000003,13.096567,11.225119,20.288935000000002,13.9768,27.5788,25.985788,58.212,75.5371
2017-03-02,40.6315,64.22,39.34,43.886699,15.05,18.0621,49.9213,24.0865,25.367473999999998,45.2474,27.2164,17.375525,74.226089,119.599998,73.196793,71.949997,101.889999,94.010002,106.199997,68.91268199999999,84.25,15.314092,33.890057,16.43042,13.078796,11.233715,20.200165,13.8696,27.7223,26.094514999999998,57.4633,76.514
