fund_id
F00000XGAS:FO
F0000118D2:FO
F00000TGXI:FO
F0000104MO:FO
F00000ZXQN:FO
F00000LP4O:FO
F00000QGDB:FO
F00000PAOI:FO
F00000PAOH:FO
F00000MCHM:FO
F00000M7MM:FO
F00000WK1X:FO
F00000M7MN:FO
F00000Y7AG:FO
F00000YJGP:FO
F00000YY42:FO
F00000WABZ:FO
F00000WABY:FO
F00000WAC0:FO
F00000PAU5:FO
F00000WABU:FO
F000000OUC:FO
F00000WABV:FO
F000000OUD:FO
F00000PAU4:FO
F00000ZC6H:FO
F00000WK1Z:FO
F0GBR04AXA:FO
F0GBR04NVP:FO
F00000T3XJ:FO
F00000Z2AE:FO
F00000YHV8:FO
F00000YHV9:FO
F00000QET5:FO
F00000WK21:FO
F000003WUU:FO
F000010JBU:FO
F000001VR1:FO
F00000PAUA:FO
F00000PAU9:FO
F0GBR04T1N:FO
F0GBR04BU3:FO
F00000WK20:FO
F00000ZFTE:FO
F00000PAM6:FO
F0GBR04AXH:FO
F0000118CU:FO
F000010J20:FO
F00000MM9J:FO
F00000PAOU:FO
F00000PAOV:FO
F00000WK1Y:FO
F00000H34Q:FO
F00000LYEP:FO
F00000ZEA5:FO
F00000PAKF:FO
F00000HH3W:FO
F00000VTXZ:FO
F00000PAUJ:FO
F0000118CW:FO
F0GBR04AX4:FO
F000001VR4:FO
F00000PAPY:FO
F0GBR04AWZ:FO
F00000ZXQO:FO
F00000YN53:FO
F00000QHV0:FO
F0000118CZ:FO
F000001VQY:FO
F00000P9KW:FO
F0GBR04AWT:FO
F000001VQZ:FO
F000000OUF:FO
F00000PALH:FO
F0GBR06X7H:FO
F00000PANX:FO
F00000J84Z:FO
F0000118CT:FO
F00000IS7F:FO
F00000P9MZ:FO
F0000008ZM:FO
F0GBR04AWX:FO
F00000J84U:FO
F0000118D0:FO
F000001VQW:FO
F00000PAO2:FO
F00000PAUW:FO
F00000J84S:FO
F0GBR04AX1:FO
F0000118CV:FO
F000001VR5:FO
F00000QETI:FO
F0GBR04AWV:FO
F000001VR8:FO
F000000DUX:FO
F00000QETH:FO
F00000PAOY:FO
F000000DUW:FO
F00000PAUM:FO
F00000J855:FO
F00000PAQD:FO
F00000J851:FO
F0000118CX:FO
F000001VR2:FO
F00000PAQ1:FO
F0GBR06X0M:FO
F0GBR06X0N:FO
F00000ZFTD:FO
F00000PAUH:FO
F0GBR04AWR:FO
F00000YGHX:FO
F00000W54H:FO
F00000Q4VK:FO
F00000WW1Q:FO
F000000OUG:FO
F00000PAQ8:FO
F000000OUH:FO
F00000QHZE:FO
F00000YN54:FO
F00000PYOU:FO
F0000118CY:FO
F00000YOYL:FO
F00000PAQ5:FO
F00000HH4A:FO
F0GBR04AX2:FO
F00000PS6C:FO
F00000PS6D:FO
F00000VS55:FO
F00000OLIG:FO
F00000PA3G:FO
F00000QF7B:FO
F00000QF7C:FO
F000000NX0:FO
F00000M7T1:FO
F00000M7SY:FO
F00000PFCC:FO
F00000JQZZ:FO
F00000PUCZ:FO
F00000OEI5:FO
F00000OEI4:FO
F000002XSQ:FO
F0GBR06ESX:FO
F0GBR06ERO:FO
F00000THRX:FO
F000002XSO:FO
F00000OEHU:FO
F00000PS6A:FO
F00000SDDC:FO
F00000THRU:FO
F00000THRW:FO
F0GBR06F0O:FO
F00000OX5Z:FO
F00000ONIY:FO
F0GBR06F0P:FO
F000002XSL:FO
F00000OEHC:FO
F00000OX5X:FO
F00000THRS:FO
F00000MO6G:FO
F00000THRV:FO
F00000OZAV:FO
F0GBR06CP4:FO
F00000THRT:FO
F000002XSN:FO
F000010L4T:FO
F000010L50:FO
F00000O2OT:FO
F00000OLE2:FO
F0GBR04HWG:FO
F00000LY6S:FO
F00000X3C9:FO
F00000TJ1E:FO
F00000PS69:FO
F00000TJ1D:FO
F00000S7N7:FO
F00000PA31:FO
F00000X3C8:FO
F00000PS6B:FO
F00000OLED:FO
F0GBR06EKL:FO
F00000OX63:FO
F000002XSM:FO
F00000QF7H:FO
F000000NX7:FO
F00000S7N8:FO
F0GBR06AK0:FO
F00000S7N5:FO
F000002XSP:FO
F00000QF7G:FO
F00000OEF9:FO
F00000OEHD:FO
F00000S7N6:FO
F00000OEHV:FO
F00000X3C0:FO
F000010L2X:FO
F000010L34:FO
F000010L36:FO
F000010L39:FO
F00000LPJG:FO
F0000000VW:FO
F00000X3BZ:FO
F00000OHUP:FO
F00000GXED:FO
F000000GOX:FO
F000003VQ0:FO
F00000LY6X:FO
F00000ZY5Q:FO
F00000ZY5R:FO
F00000YQTN:FO
F00000YQTO:FO
F00000M7SZ:FO
F00000ZY5F:FO
F00000ZY5G:FO
F000000NXC:FO
F000010L8M:FO
F00000096B:FO
F00000V9OM:FO
F00000V9OK:FO
F000000NX2:FO
F000010L5I:FO
F000010L5D:FO
F00000V9ON:FO
F00000V9OL:FO
F0GBR06I6P:FO
F000000GNT:FO
F000000GP0:FO
F0GBR06E5I:FO
F0GBR06I4H:FO
F00000TVEB:FO
F000010L54:FO
F000000GP1:FO
F000010L8H:FO
F00000LY6U:FO
F0GBR04MLY:FO
F000010L56:FO
F000010L89:FO
F000010L88:FO
F00000SPTV:FO
F00000SPTT:FO
F00000THRY:FO
F0GBR06F09:FO
F0GBR06ICQ:FO
F00000W0VS:FO
F000000IRU:FO
F00000SPTW:FO
F000000GRF:FO
F00000SPTU:FO
F00000064L:FO
F00000QF7E:FO
F00000W0VR:FO
F00000W0VQ:FO
F00000M7SQ:FO
F00000VP2C:FO
F00000M7T0:FO
F00000SPU4:FO
F000010L58:FO
F000000NXH:FO
F00000SPU6:FO
F00000SPU7:FO
F00000SPU5:FO
F000000NXK:FO
F00000VMNH:FO
F0GBR06CG7:FO
F0GBR06I8M:FO
F00000VMNE:FO
F00000VMNG:FO
F00000VMNF:FO
F0GBR06ESQ:FO
F00000UEXA:FO
F00000UEXD:FO
F000010L6I:FO
F000010L6C:FO
F00000UEXB:FO
F00000UEXC:FO
F00000MO69:FO
F000000NX1:FO
F000002H8E:FO
F00000LY6T:FO
F0GBR06ER9:FO
F000000NXG:FO
F000000NXM:FO
F000000GP5:FO
F000000964:FO
F000000NXJ:FO
F00000UEX6:FO
F00000UEX8:FO
F00000UEX9:FO
F00000UEX7:FO
F000000OCG:FO
F00000OR5J:FO
F00000NGX4:FO
F00000OR5Q:FO
F00000OR5I:FO
F00000OR5T:FO
F00000OR5L:FO
F00000YBOJ:FO
F00000204L:FO
F0GBR04EPE:FO
F00000NGZO:FO
F000002OEZ:FO
F00000ZOAF:FO
F0GBR052VU:FO
F00000YP0U:FO
F00000YBOG:FO
F00000YBOK:FO
F00000YPO9:FO
F00000YBOH:FO
F00000NGYX:FO
F00000VF0D:FO
F00000NGXV:FO
F000002X96:FO
F0GBR06PVJ:FO
F00000VF0A:FO
F0GBR04EQE:FO
F00000ZE37:FO
F00000ZCMN:FO
F00000J42D:FO
F00000VF0B:FO
F00000JN9C:FO
F00000LPES:FO
F00000YBOE:FO
F00000LXUD:FO
F00000YBOF:FO
F00000ZF1F:FO
F00000OMPQ:FO
F00000OMOF:FO
F00000ZE36:FO
F00000ZE34:FO
F00000ZCMV:FO
F00000OMOH:FO
F00000ZCMO:FO
F00000ZCMW:FO
F00000ZE35:FO
F00000OMPS:FO
F0000114RE:FO
F00000ZCMX:FO
F00000ZCMY:FO
F00000P0LN:FO
F00000P0LM:FO
F00000P0LI:FO
F00000OMNF:FO
F00000PMW8:FO
F00000OMNG:FO
F00000PMW9:FO
F00000OMNH:FO
F00000YHVL:FO
F0GBR06NO5:FO
F0GBR05WS6:FO
F000005LNR:FO
F0GBR05XMQ:FO
F00000ML67:FO
F000000PDE:FO
F000001VYI:FO
F0GBR06GPQ:FO
F0GBR06PVM:FO
F0GBR04EP2:FO
F00000NGUZ:FO
F000000KVX:FO
F0GBR04TA1:FO
F0GBR04EP4:FO
F0GBR06PSA:FO
F0GBR063J5:FO
F0GBR04EP6:FO
F0GBR053NL:FO
F0GBR06GQK:FO
F0GBR04EPU:FO
F00000TNEB:FO
F00000TNE3:FO
F00000TNEC:FO
F00000TNED:FO
F00000TNEE:FO
F00000204M:FO
F0GBR04EPG:FO
F00000204J:FO
F0GBR06WNM:FO
F000001XDR:FO
F0GBR06GCN:FO
F00000WFSO:FO
F000000OCF:FO
F00000204S:FO
F00000NGWG:FO
F0GBR05277:FO
F00000H4VY:FO
F00000NGW8:FO
F000001W23:FO
F0GBR05XST:FO
F00000X1KD:FO
F00000204K:FO
F00000NGWC:FO
F0GBR053N5:FO
F0GBR063JJ:FO
F0GBR063JG:FO
F0GBR05V29:FO
F0GBR05TLY:FO
F000005JY5:FO
F000011EUF:FO
F00000PRZL:FO
F00000T2GI:FO
F00000Q8QD:FO
F00000PRZN:FO
F00000Q8QC:FO
F00000O778:FO
F00000PRZK:FO
F0GBR04CXH:FO
F0GBR04KDL:FO
F00000QJXO:FO
F000000275:FO
F000002NWZ:FO
F0GBR04C43:FO
F0GBR04C3V:FO
F0GBR04C47:FO
F0GBR04C41:FO
F0GBR04OSJ:FO
F0GBR04C4G:FO
F0000000ER:FO
F0000007UY:FO
F00000EXOR:FO
F0GBR04TT1:FO
F0GBR05ZOP:FO
F00000XM1Q:FO
F0GBR04SS5:FO
F0GBR05ZOF:FO
F0GBR04AN7:FO
F0GBR05ZP4:FO
F0GBR05ZOG:FO
F0GBR04AS4:FO
F0GBR04AR8:FO
F0GBR053AA:FO
F00000PEWR:FO
F000000KR4:FO
F00000PLRW:FO
F00000XYDK:FO
F00000OCSQ:FO
F00000PLSP:FO
F0GBR04ASI:FO
F00000SS39:FO
F000000FAI:FO
F0GBR04AS0:FO
F0GBR05ZOD:FO
F0GBR053DR:FO
F0GBR05ZF0:FO
F00000SSQ3:FO
F0GBR05ZON:FO
F000000KR9:FO
F000000RNB:FO
F00000ODME:FO
F00000O2YL:FO
F00000XM1P:FO
F00000PLRU:FO
F0GBR04SSN:FO
F00000UJ4T:FO
F0GBR05WOF:FO
F00000GUW7:FO
F0GBR04ASX:FO
F00000GUWA:FO
F00000UJ4Z:FO
F000003TLN:FO
F000003TLL:FO
F000003TLM:FO
F00000O3Z9:FO
F00000SS3B:FO
F0GBR05ZOK:FO
F00000O2YN:FO
F00000SS3C:FO
F0GBR05UXR:FO
F0000020SK:FO
F00000O3YK:FO
F0GBR05ZKF:FO
F00000PLRZ:FO
F00000OQXG:FO
F00000O3YL:FO
F00000PLRV:FO
F0GBR04K8L:FO
F0GBR04STT:FO
F0GBR04SSH:FO
F00000TF6K:FO
F00000SSQ4:FO
F00000M7M6:FO
F00000M7M5:FO
F0GBR04ASE:FO
F00000PLRX:FO
F0GBR05ZP6:FO
F0GBR05ZOJ:FO
F00000NOY5:FO
F000000ENB:FO
F000011TNA:FO
F000011TNB:FO
F000011TN8:FO
F000011TN1:FO
F0000004KP:FO
F000000F1Y:FO
F0GBR04AMP:FO
F00000ODMG:FO
F0GBR053CZ:FO
F0GBR04AMK:FO
F00000ODMH:FO
F0GBR053C5:FO
F0GBR04AMN:FO
F00000SSQ0:FO
F000005OSZ:FO
F00000SSPZ:FO
F00000H33D:FO
F0GBR04APW:FO
F0GBR04T2X:FO
F0000000P6:FO
F00000UKBR:FO
F00000UKBU:FO
F00000UKBT:FO
F000000F01:FO
F000011TN6:FO
F000011TN5:FO
F0GBR04AMC:FO
F00000SS3A:FO
F00000NOY1:FO
F00000LIV1:FO
F00000QJKF:FO
F00000SSQD:FO
F00000Q6BQ:FO
F00000W8V5:FO
F0GBR04F7W:FO
F0GBR04AMI:FO
F0GBR04AQI:FO
F000002KJ7:FO
F0GBR04AMX:FO
F0GBR06NXA:FO
F000011TMZ:FO
F00000MKCW:FO
F0GBR04AR4:FO
F0GBR053JF:FO
F0GBR053EQ:FO
F0GBR04AM6:FO
F0GBR053ES:FO
F0GBR04AQN:FO
F0GBR04STB:FO
F00000JP5X:FO
F00000T4LQ:FO
F00000ODMI:FO
F00000OOOF:FO
F00000SSQ6:FO
F00000SSQ8:FO
F00000MU9O:FO
F00000SSQ2:FO
F0GBR04APF:FO
F0GBR05Z1J:FO
F00000P0C9:FO
F0GBR04EFH:FO
F0GBR053D3:FO
F0GBR04KF3:FO
F0GBR05XOF:FO
F0GBR04AR1:FO
F00000O3YJ:FO
F00000UJ50:FO
F0GBR053YJ:FO
F00000NOY4:FO
F00000QJKE:FO
F000004466:FO
F0GBR04AMV:FO
F00000PWV7:FO
F0GBR0537P:FO
F0GBR04ANX:FO
F00000SSQB:FO
F00000SSQC:FO
F00000SSQA:FO
F0GBR053BM:FO
F0GBR053HJ:FO
F0GBR04ARJ:FO
F00000ODMD:FO
F0GBR05RKX:FO
F00000SSQ5:FO
F0GBR04AMA:FO
F0GBR04AME:FO
F00000SSPX:FO
F00000PYFK:FO
FOGBR05U69:FO
F00000024B:FO
F00000Q4HH:FO
FOGBR05U68:FO
F0GBR04K8F:FO
F00000ODMF:FO
F0GBR053E7:FO
F0GBR05ZRD:FO
F00000SSQ1:FO
F00000WOQ5:FO
F00000204T:FO
F00000SSPY:FO
F0000021KM:FO
F00000ZECY:FO
F00000ZECN:FO
F00000ZECV:FO
F00000ZECQ:FO
F00000RUEV:FO
F00000TQZ0:FO
F00000VUYI:FO
F00000P7ZN:FO
F00000S6NZ:FO
F00000OSSZ:FO
F00000O6Y1:FO
F00000MCDX:FO
F00000MCDT:FO
F00000MCDV:FO
F000000LLR:FO
F00000TQZ1:FO
F00000S6NY:FO
F0GBR066BR:FO
F00000VH35:FO
F00000VH34:FO
F00000ME3S:FO
F00000ME3R:FO
F00000ME3Q:FO
F000002SQB:FO
F00000ME04:FO
F00000ME06:FO
F00000O56E:FO
F00000O56D:FO
F00000ME05:FO
F00000OQ90:FO
F00000O564:FO
F00000O563:FO
F00000TUZL:FO
F00000VH36:FO
F00000OQ8X:FO
F00000VH33:FO
F00000TUZK:FO
F00001194K:FO
F00000ME0L:FO
F00000ME0N:FO
F00000NKJ2:FO
F00001194L:FO
F00000ME0O:FO
F00000O568:FO
F0GBR04S0N:FO
F00000LZIG:FO
F00000O566:FO
F00000UJ40:FO
F00001194F:FO
F00000OQ8Y:FO
F00001194E:FO
F00000T919:FO
F00000P2SB:FO
F0GBR066BE:FO
F00001194G:FO
F00001194H:FO
F0GBR04S0O:FO
F000000LJ1:FO
F00001194J:FO
F00001194I:FO
F00000ME0H:FO
F00000O565:FO
F00000TI50:FO
F0GBR066CF:FO
F00000S6O8:FO
F00000YNB4:FO
F00000PSQA:FO
F00000Q3KZ:FO
F00000RTMG:FO
F00000Q3L0:FO
F00000V2RW:FO
F00000Q7YZ:FO
F00000YIS7:FO
F0GBR066BQ:FO
F00000V2RX:FO
F00000X2AS:FO
F00000OQ8Z:FO
F00000S6O7:FO
F00000ME3D:FO
F00000ME2Z:FO
F00000ME2T:FO
F00000P2SA:FO
F00000ME33:FO
F00000ME2Y:FO
F00000O56A:FO
F00000O56B:FO
F00000O56C:FO
F000002PGF:FO
F0GBR04BXW:FO
F000002GFM:FO
F00000XYS4:FO
F0000102VR:FO
F00000ZOTO:FO
F00000UJ41:FO
F00000ZXFX:FO
F00000ZOTM:FO
F00000ZOTN:FO
F000013IUU:FO
F00000T764:FO
F000013IUY:FO
F00000XQNT:FO
F0GBR04KYB:FO
F00000NBH1:FO
F0GBR04B5N:FO
F00000XQNS:FO
F00000QECN:FO
F0GBR066BU:FO
F000003WUK:FO
F000000LJQ:FO
F000003U5Y:FO
F00000MS7G:FO
F00000W7NP:FO
F00000W7NR:FO
F00000W7NS:FO
F00000W7NT:FO
FOGBR05KGQ:FO
FOGBR05TVS:FO
F00000W7NU:FO
F00000UPGF:FO
F000000LIX:FO
F000000LIU:FO
F00000O1TN:FO
F000005K7K:FO
F00000JO1L:FO
F000000LIZ:FO
F00000S6O1:FO
F0000022BB:FO
F00000GWL8:FO
F0GBR04BXI:FO
F000000LK8:FO
F00000UMCM:FO
F0GBR06877:FO
F00000S6NW:FO
F00000S6O3:FO
F00000UIPU:FO
F00000ZECR:FO
F00000NBH0:FO
F0GBR04AVQ:FO
F00000NE8E:FO
F00000Z1TY:FO
F0GBR04B61:FO
F00000NESR:FO
F0GBR04NHW:FO
F00000O55Z:FO
F00000TQZ3:FO
F00000VX10:FO
F00000S6NQ:FO
F00000T36K:FO
F00000U1XM:FO
F00000SV7X:FO
F00000VX11:FO
F0GBR04KP3:FO
F0GBR04B7Q:FO
F00000QOH2:FO
F00000TQZ2:FO
F000000IMD:FO
F000001VYS:FO
F0GBR050BF:FO
F0GBR04B7R:FO
F00000QOH3:FO
F0GBR04KP7:FO
F00000WJSD:FO
F00000MLW3:FO
F000003ZCP:FO
F00000QOHN:FO
F0GBR04B4M:FO
F00000T912:FO
F0GBR04KY1:FO
F0GBR05VDB:FO
F0GBR061IP:FO
F00000QOHO:FO
F00000QOHP:FO
F00000T911:FO
F00000QE9E:FO
F00000T913:FO
F00000P5N5:FO
F00000H6JX:FO
F000010P77:FO
F0GBR06ETO:FO
F000010P78:FO
F000010P79:FO
F000001K2F:FO
F0GBR066BS:FO
F0GBR04IRQ:FO
F0GBR04IRU:FO
F0GBR066FM:FO
F00000UMSM:FO
F00000S6O2:FO
F00000UMSJ:FO
F000000LKB:FO
F000000INF:FO
F0GBR04S18:FO
F000003USE:FO
F00000UMSK:FO
F000000IND:FO
F000003USJ:FO
F0GBR066CU:FO
F0000045IH:FO
F00000VSCV:FO
F00000S6NT:FO
F0000045II:FO
F000000722:FO
F00000QOHJ:FO
F00000XHFM:FO
F00000T915:FO
F00000QOHI:FO
F000011E3V:FO
F00000T914:FO
F00000S6O4:FO
F000002GF7:FO
F000000LJ6:FO
F00000MM8A:FO
F0GBR06M4I:FO
F000000IN4:FO
F00000QDWH:FO
F0GBR04D4S:FO
F0GBR04KOT:FO
F0GBR04KY5:FO
F0GBR04B7P:FO
F00000O562:FO
F0GBR04KOX:FO
F000000LIP:FO
F00000XAHA:FO
F000000FB3:FO
F0GBR065OI:FO
F00000W3S2:FO
F00000XAH8:FO
F00000MG6S:FO
F00000LLFT:FO
F00000TD1R:FO
F00000O6Y3:FO
F000005GZZ:FO
F00000LLFS:FO
F00000W1V5:FO
F00000W3S7:FO
F00000XAH9:FO
