date,CNY,DRR,INR,PSK,URR,BZF,CEW,CROC,CYB,EUFX,EUO,FPE,DBV,FXA,FXB,FXCH,FXC,FXE,FXF,FXSG,FXS,FXY,pgf,pgx,UDN,UUP,IPFF,PFF,PFXF,SPFF,ULE,USDU,YCL,YCS
2015-12-31,41.22,59.7,36.87,44.612338,17.0,12.7654,16.7606,58.5401,24.3472,43.7807,25.5412,15.822185999999999,23.29,72.84,144.31,75.15999999999998,71.42,106.34,96.47000000000001,69.72,116.56,80.54999999999998,18.82,14.91,21.42,25.65,13.994010000000001,32.466297,16.000292,10.551029,15.5113,27.3921,54.7502,87.9473
2016-01-01,,,,,,,,,,,,,23.29,72.84,144.31,75.15999999999998,71.42,106.34,96.47000000000001,69.72,116.56,80.54999999999998,18.82,14.91,21.42,25.65,,,,,,,,
2016-01-02,,,,,,,,,,,,,23.29,72.84,144.31,75.15999999999998,71.42,106.34,96.47000000000001,69.72,116.56,80.54999999999998,18.82,14.91,21.42,25.65,,,,,,,,
2016-01-03,,,,,,,,,,,,,23.29,72.84,144.31,75.15999999999998,71.42,106.34,96.47000000000001,69.72,116.56,80.54999999999998,18.82,14.91,21.42,25.65,,,,,,,,
2016-01-04,40.26,60.4304,36.7,44.779912,17.0,12.515,16.6179,60.0924,24.2013,43.9256,25.7234,15.855588000000001,23.13,,,,,,,,,,18.9,14.99,21.37,25.7,13.828662,32.616714,16.12561,10.607197,15.3977,27.4785,55.465,86.7799
2016-01-05,41.16,61.213,36.7,44.911751,17.0,12.5646,16.6191,60.4933,24.112,44.247,26.0948,15.863932,23.21,,,,,,,,,,18.94,15.03,21.26,25.84,13.645901,32.65015,16.184110999999998,10.623242999999999,15.1745,27.5589,55.8185,86.2228
2016-01-06,40.232,61.02,36.7,44.789159999999995,17.0,12.5598,16.5037,62.1523,23.9485,44.0945,25.9303,15.838884,22.96,,,,,,,,,,18.88,14.98,21.31,25.78,13.315197,32.574940000000005,16.13397,10.559054,15.2694,27.6021,56.3341,85.4228
2016-01-07,40.3348,59.0105,36.88,44.619737,17.018,12.5528,16.4855,63.2102,23.9514,43.4877,25.2098,15.838884,22.62,,,,,,,,,,18.79,14.92,21.53,25.52,13.22817,32.366023999999996,16.067127,10.478822000000001,15.6905,27.4866,57.1908,84.119
2016-01-08,39.9207,59.5,36.67,44.753689,17.1169,12.5249,16.4484,63.715,23.9352,43.5542,25.2748,15.805489000000001,22.62,,,,,,,,,,18.85,14.97,21.45,25.6,12.993198,32.457932,16.075485,10.518937,15.6488,27.5464,57.2839,83.9753
2016-01-09,,,,,,,,,,,,,22.62,,,,,,,,,,18.85,14.97,21.45,25.6,,,,,,,,
2016-01-10,,,,,,,,,,,,,22.62,,,,,,,,,,18.85,14.97,21.45,25.6,,,,,,,,
2016-01-11,40.75,59.6596,36.67,44.625197,16.905,12.5068,16.3485,63.3985,23.9842,43.8171,25.5934,15.847235000000001,22.62,,,,,,,,,,18.79,14.93,21.41,25.65,12.88006,32.282455,16.033716000000002,10.446727000000001,15.4493,27.6312,57.0271,84.3408
2016-01-12,40.12,59.6701,36.65,44.594781,16.905,12.5263,16.3578,63.4518,24.0881,43.8081,25.584,15.847235000000001,22.71,,,,,,,,,,18.79,14.92,21.36,25.71,12.514545,32.257366,15.925094,10.374516,15.454,27.6458,57.0546,84.2957
2016-01-13,40.7,59.6433,36.85,44.447707,16.76,12.7175,16.439,63.8325,24.2717,43.6922,25.4574,15.838884,22.73,,,,,,,,,,18.73,14.87,21.37,25.7,12.384006,32.048454,15.816469,10.334394,15.5297,27.6484,57.0994,84.2257
2016-01-14,40.86,59.62,36.85,44.44635,17.0818,12.6849,16.3969,63.4816,24.1429,43.7698,25.5367,15.788785999999998,22.79,,,,,,,,,,18.72,14.87,21.33,25.74,12.270871000000001,32.065166,15.858247,10.350442,15.4807,27.6942,56.7106,84.7951
2016-01-15,40.53,59.0,36.85,44.334456,17.1001,12.5451,16.287,65.7405,24.0947,43.5551,25.2973,15.73869,22.53,,,,,,,,,,18.58,14.76,21.35,25.71,11.887946000000001,31.939808000000003,15.707853,10.286254,15.6254,27.7563,57.7942,83.1718
2016-01-16,,,,,,,,,,,,,22.53,,,,,,,,,,18.58,14.76,21.35,25.71,,,,,,,,
2016-01-17,,,,,,,,,,,,,22.53,,,,,,,,,,18.58,14.76,21.35,25.71,,,,,,,,
2016-01-18,,,,,,,,,,,,,22.53,,,,,,,,,,18.58,14.76,21.35,25.71,,,,,,,,
2016-01-19,40.74,58.89,36.85,44.353065,17.15,12.5633,16.3077,64.5613,24.184,43.5811,25.3159,15.713643,22.58,,,,,,,,,,18.56,14.76,21.35,25.71,11.844435,31.898041,15.741280999999999,10.286254,15.6106,27.7842,57.1471,84.0875
2016-01-20,40.72,59.22,36.85,44.052273,17.278,12.3688,16.134,64.6528,24.2694,43.6601,25.414,15.63015,22.53,,,,,,,,,,18.41,14.65,21.32,25.75,11.879245,31.705833000000002,15.590878,10.214041,15.5492,27.8012,57.8297,83.07799999999997
2016-01-21,40.11,59.811,36.85,44.064172,17.278,12.237,16.1394,62.8361,24.2031,43.6731,25.4221,15.596534,22.81,,,,,,,,,,18.39,14.65,21.33,25.73,11.896647999999999,31.764318,15.774698,10.246135,15.5436,27.8002,57.2282,83.9385
2016-01-22,40.1382,60.51,36.36,44.371034,16.65,12.3878,16.3488,62.8883,24.2404,44.0421,25.857,15.672161,23.0,,,,,,,,,,18.5,14.72,21.21,25.87,12.392708,31.931461,15.975223000000002,10.326369999999999,15.2771,27.8418,55.9338,85.8309
2016-01-23,,,,,,,,,,,,,23.0,,,,,,,,,,18.5,14.72,21.21,25.87,,,,,,,,
2016-01-24,,,,,,,,,,,,,23.0,,,,,,,,,,18.5,14.72,21.21,25.87,,,,,,,,
2016-01-25,40.4121,60.8575,36.36,44.106645,16.65,12.4457,16.3266,63.8888,24.3166,43.8035,25.5741,15.655358999999999,22.88,,,,,,,,,,18.42,14.64,21.27,25.8,12.288274000000001,31.789403999999998,15.724569,10.214041,15.4422,27.8305,56.4209,85.0715
2016-01-26,40.5,59.63,36.36,44.124696,16.7738,12.5266,16.3076,62.6904,24.2608,43.7862,25.5558,15.613342000000001,22.99,,,,,,,,,,18.42,14.65,21.33,25.73,12.40141,31.82283,15.866608,10.262184,15.4526,27.736,56.3107,85.2337
2016-01-27,40.8,59.5186,36.1,44.214197999999996,17.2399,12.5399,16.3593,62.4739,24.2875,43.6512,25.3916,15.646957,22.92,,,,,,,,,,18.46,14.68,21.37,25.69,12.40141,31.906384999999997,15.883316,10.342417,15.5511,27.7547,56.12,85.5177
2016-01-28,41.235,58.83,36.1,44.396552,17.1442,12.5334,16.4489,61.5097,24.289,43.4562,25.1703,15.688972,22.96,,,,,,,,,,18.54,14.74,21.46,25.58,12.462328,31.956529999999997,15.933447,10.334394,15.6856,27.6528,55.9153,85.8255
2016-01-29,41.04,60.0,36.1,44.556566,17.1442,12.6971,16.5916,61.5421,24.3121,43.8852,25.672,15.756201999999998,23.15,,,,,,,,,,18.63,14.8,21.21,25.87,12.523247999999999,32.148746,16.083839,10.39858,15.372,27.8127,53.8502,88.9855
2016-01-30,,,,,,,,,,,,,23.15,,,,,,,,,,18.63,14.8,21.21,25.87,,,,,,,,
2016-01-31,,,,,,,,,,,,,23.15,70.81,138.85,74.84,70.48,105.87,94.16,69.47,114.5,80.01999999999998,18.63,14.8,21.21,25.87,,,,,,,,
2016-02-01,40.707,59.49,36.38,44.623467,17.1442,12.8328,16.5678,61.0508,24.2813,43.6342,25.3823,15.739391,23.09,,,,,,,,,,18.66,14.82,21.35,25.7,12.671135000000001,32.253681,16.123247,10.396567,15.5435,27.7143,53.8709,88.9368
2016-02-02,41.1574,59.49,36.12,44.609701,17.43,12.745999999999999,16.442999999999998,62.0126,24.2312,43.5632,25.2943,15.747795000000002,22.99,,,,,,,,,,18.65,14.81,21.38,25.67,12.513619,32.169724,15.972322,10.37235,15.5966,27.7379,54.8065,87.3855
2016-02-03,40.68,57.25,36.12,44.590562,17.6,12.9611,16.4596,59.7544,24.1759,42.7842,24.378,15.705778,23.16,,,,,,,,,,18.61,14.77,21.73,25.26,12.697392,32.119347,16.072945,10.364279,16.1607,27.2845,56.9215,84.0105
2016-02-04,40.86,55.7554,36.12,44.592037,18.0445,13.1813,16.7073,59.3514,24.3746,42.4081,23.9612,15.638557,23.11,,,,,,,,,,18.58,14.72,21.91,25.05,12.828652,32.001827,16.131629999999998,10.323921,16.434,27.1262,57.8419,82.6382
2016-02-05,41.29,56.5,36.22,44.409901,18.0,13.0386,16.6705,61.4806,24.4414,42.6076,24.1834,15.596534,22.83,,,,,,,,,,18.47,14.67,21.78,25.19,12.802399000000001,31.800342999999998,16.098091,10.315845,16.2806,27.2916,57.6628,82.8889
2016-02-06,,,,,,,,,,,,,22.83,,,,,,,,,,18.47,14.67,21.78,25.19,,,,,,,,
2016-02-07,,,,,,,,,,,,,22.83,,,,,,,,,,18.47,14.67,21.78,25.19,,,,,,,,
2016-02-08,42.06,56.16,36.22,43.859691,18.17,13.0999,16.5666,61.18,24.4461,42.4636,24.0177,15.436874,22.74,,,,,,,,,,18.17,14.46,21.89,25.07,12.644885,31.195908000000003,15.838176999999998,10.089833,16.39,27.2423,58.9422,81.0411
2016-02-09,41.27,55.118,36.0201,43.461711,18.24,13.1014,16.5469,61.5589,24.4477,42.0662,23.5803,15.285615,22.54,,,,,,,,,,17.98,14.33,22.0,24.94,12.627381,30.918869,15.754332000000002,9.992973,16.6878,27.1139,59.5827,80.1554
2016-02-10,41.153,55.17,36.09,43.708796,18.323,12.9938,16.6214,60.8242,24.5394,42.0709,23.5808,15.285615,22.74,,,,,,,,,,18.13,14.43,22.03,24.9,12.592381,31.111956,15.704026999999998,10.049476,16.6866,27.0319,61.4306,77.666
2016-02-11,41.251,54.47,36.09,42.72609,18.5001,12.9213,16.5902,60.9254,24.6288,41.9509,23.4552,14.999898000000002,22.63,,,,,,,,,,17.650000000000006,14.1,22.1,24.82,12.356107000000002,30.440344,15.536334,9.791177000000001,16.7747,27.026,62.4234,76.4056
2016-02-12,41.1701,55.34,36.3,43.09758,18.4306,12.8758,16.5609,60.9069,24.6332,42.2196,23.7448,15.016706,22.65,,,,,,,,,,17.72,14.16,22.02,24.91,12.312355,30.700594,15.569878,9.9284,16.5669,27.0777,61.3794,77.6813
2016-02-13,,,,,,,,,,,,,22.65,,,,,,,,,,17.72,14.16,22.02,24.91,,,,,,,,
2016-02-14,,,,,,,,,,,,,22.65,,,,,,,,,,17.72,14.16,22.02,24.91,,,,,,,,
2016-02-15,,,,,,,,,,,,,22.65,,,,,,,,,,17.72,14.16,22.02,24.91,,,,,,,,
2016-02-16,41.6,56.51,36.0,43.706641,18.4306,12.6167,16.5598,60.85,24.6729,42.6342,24.2093,15.125945000000002,22.79,,,,,,,,,,18.05,14.37,21.82,25.14,12.233599,31.237877,15.754332000000002,10.097904,16.2403,27.2692,60.68899999999999,78.5423
2016-02-17,42.29,56.52,36.08,44.081257,17.725,12.8799,16.6629,59.5629,24.6406,42.6791,24.2709,15.310825,23.04,,,,,,,,,,18.23,14.49,21.84,25.12,12.408615,31.590462,15.980711999999999,10.210911999999999,16.1983,27.144000000000002,60.7777,78.4236
2016-02-18,42.29,57.365,36.08,44.257903000000006,17.6,12.777999999999999,16.701,60.0609,24.6734,42.8021,24.4176,15.378044000000001,23.03,,,,,,,,,,18.29,14.54,21.8,25.16,12.417364,31.741575,16.0394,10.25127,16.0994,27.1517,61.4317,77.575
2016-02-19,41.23,56.75,35.89,44.415082,17.6,12.6664,16.6142,60.0259,24.6584,42.6819,24.2734,15.403260999999999,22.93,,,,,,,,,,18.36,14.58,21.88,25.07,12.469864,31.791940999999998,15.980711999999999,10.235128,16.194000000000006,27.0768,62.0568,76.7841
2016-02-20,,,,,,,,,,,,,22.93,,,,,,,,,,18.36,14.58,21.88,25.07,,,,,,,,
2016-02-21,,,,,,,,,,,,,22.93,,,,,,,,,,18.36,14.58,21.88,25.07,,,,,,,,
2016-02-22,41.56,57.53,35.99,44.351001000000004,17.6,12.9796,16.7566,58.5412,24.6791,43.0846,24.718000000000004,15.428471,23.28,,,,,,,,,,18.35,14.57,21.71,25.27,12.478622,31.724784999999997,16.114864,10.227058,15.8962,27.1528,61.869,77.0011
2016-02-23,41.6,57.65,36.06,44.358584,17.28,12.9179,16.712,58.8482,24.6461,43.1111,24.7675,15.407809,23.18,,,,,,,,,,18.33,14.56,21.68,25.3,12.251099,31.766762,16.148401,10.259343,15.8633,27.1757,62.70399999999999,75.9601
2016-02-24,41.5,57.79,36.0001,44.388841,17.17,12.8949,16.6457,59.0914,24.6526,43.1511,24.8088,15.416243,23.05,,,,,,,,,,18.35,14.57,21.69,25.29,12.259853,31.842312,16.173563,10.315845,15.8362,27.1757,62.88,75.7422
2016-02-25,41.71,57.502,35.83,44.57675,17.17,13.0295,16.7087,58.5807,24.6653,43.0877,24.7265,15.433103,23.2,,,,,,,,,,18.44,14.65,21.73,25.24,12.714889999999999,32.068989,16.307697,10.356207000000001,15.8883,27.154,61.7473,77.10600000000002
2016-02-26,41.4,58.67,35.91,44.666605,17.05,12.9255,16.6732,60.2156,24.6616,43.4188,25.1306,15.517439000000001,23.13,,,,,,,,,,18.47,14.68,21.53,25.47,12.259853,32.077381,16.349626999999998,10.380423,15.6279,27.346999999999998,60.6411,78.4811
2016-02-27,,,,,,,,,,,,,23.13,,,,,,,,,,18.47,14.68,21.53,25.47,,,,,,,,
2016-02-28,,,,,,,,,,,,,23.13,,,,,,,,,,18.47,14.68,21.53,25.47,,,,,,,,
2016-02-29,41.4678,59.2425,36.32,44.583307,17.0652,12.9478,16.6955,60.1101,24.6325,43.6601,25.4056,15.517439000000001,23.12,71.49,136.38,75.32,73.2,106.25,96.77,70.28,114.21,85.79,18.45,14.67,21.52,25.48,12.478622,32.169724,16.358013,10.412708,15.4546,27.3129,61.9058,76.8352
2016-03-01,41.72,59.86,36.32,44.915305,16.8404,12.9691,16.7966,59.3646,24.6707,43.7032,25.4437,15.601776000000001,23.29,,,,,,,,,,18.58,14.76,21.49,25.52,12.501512,32.268456,16.466551000000003,10.435039999999999,15.4308,27.2772,60.7016,78.325
2016-03-02,41.72,59.64,36.9,44.695713,16.8,13.2318,16.9104,57.5105,24.6358,43.7122,25.4538,15.568044,23.48,,,,,,,,,,18.49,14.7,21.52,25.49,12.703998,32.217822999999996,16.483381,10.491889,15.4236,27.191,61.1957,77.6836
2016-03-03,41.119,58.936,36.86,44.698837,17.1795,13.4149,16.9994,56.3877,24.6796,43.3293,25.0058,15.593347,23.5,,,,,,,,,,18.49,14.69,21.66,25.32,12.774431,32.251579,16.542282,10.516249,15.6942,27.0623,60.9541,77.9914
2016-03-04,41.94,58.23,36.8,44.704699,17.1795,13.8028,17.1354,55.2975,24.7991,43.1729,24.8325,15.627076,23.7,,,,,,,,,,18.51,14.71,21.71,25.26,12.809645,32.26001,16.567522,10.524369,15.8021,26.964000000000002,60.5607,78.4921
2016-03-05,,,,,,,,,,,,,23.7,,,,,,,,,,18.51,14.71,21.71,25.26,,,,,,,,
2016-03-06,,,,,,,,,,,,,23.7,,,,,,,,,,18.51,14.71,21.71,25.26,,,,,,,,
2016-03-07,41.85,57.77,37.2,44.702977000000004,17.18,13.6963,17.1766,54.7278,24.8117,43.1289,24.7746,15.618639000000002,23.69,,,,,,,,,,18.5,14.7,21.77,25.19,13.205820000000001,32.310638,16.609598000000002,10.605575,15.837,26.9004,61.2057,77.6459
2016-03-08,41.9,58.0315,36.99,44.729079,17.38,13.6377,17.0841,55.2249,24.8219,43.1556,24.8035,15.610209,23.64,,,,,,,,,,18.48,14.7,21.74,25.22,13.179407999999999,32.276897,16.491796,10.524369,15.818,26.9524,62.0294,76.5981
2016-03-09,42.51,58.0,36.91,44.823537,17.38,13.9939,17.1723,54.50100000000001,24.7905,43.1571,24.8126,15.643943,23.72,,,,,,,,,,18.52,14.73,21.75,25.21,13.064960000000001,32.361286,16.559109,10.491889,15.8116,26.9063,61.1656,77.6602
2016-03-10,42.51,56.2149,37.1299,44.826961,17.5,14.0702,17.192999999999998,54.9966,24.7971,42.4882,24.0345,15.643943,23.22,,,,,,,,,,18.54,14.74,22.0,24.92,13.179407999999999,32.361286,16.59277,10.500009,16.3071,26.7549,61.3836,77.37899999999998
2016-03-11,42.51,56.2507,37.1,44.972086,17.5,14.2927,17.3133,53.3342,24.8994,42.5912,24.155,15.728275,23.52,,,,,,,,,,18.6,14.79,21.97,24.95,13.214622,32.555367,16.718981,10.621816,16.2246,26.6861,60.7241,78.21
2016-03-12,,,,,,,,,,,,,23.52,,,,,,,,,,18.6,14.79,21.97,24.95,,,,,,,,
2016-03-13,,,,,,,,,,,,,23.52,,,,,,,,,,18.6,14.79,21.97,24.95,,,,,,,,
2016-03-14,42.6,57.1,37.03,44.985357,17.5,14.2626,17.2752,54.0812,24.9165,42.7908,24.3837,15.745142000000001,23.39,,,,,,,,,,18.61,14.8,21.87,25.06,13.399507999999999,32.530052000000005,16.660076,10.621816,16.0691,26.7882,60.6648,78.2737
2016-03-15,41.2994,56.68,37.03,44.804534000000004,18.08,13.8692,17.164,54.8178,24.8666,42.7516,24.3408,15.728275,23.14,,,,,,,,,,18.45,14.67,21.87,25.06,13.126582999999998,32.411907,16.609598000000002,10.540606,16.0968,26.8547,61.431,77.2844
2016-03-16,42.05,56.23,37.11,44.904049,17.5334,13.6202,17.1081,53.2949,24.8078,42.2817,23.8166,15.736711999999999,23.22,,,,,,,,,,18.51,14.71,22.04,24.87,13.373092000000002,32.504719,16.727398,10.621816,16.4426,26.5697,62.0227,76.5369
2016-03-17,42.14,54.65,37.4,44.97664,18.3,14.2954,17.5109,52.0459,24.9299,41.9546,23.4374,15.745142000000001,23.44,,,,,,,,,,18.53,14.73,22.29,24.58,13.496348000000001,32.563796999999994,16.777878,10.638056,16.7023,26.2673,63.31800000000001,74.9316
2016-03-18,42.37,54.9863,37.46,44.677648,18.3,14.3709,17.5458,52.7138,25.0425,42.1178,23.6164,15.812610000000001,23.36,,,,,,,,,,18.58,14.77,22.22,24.66,13.734054,32.622879,16.744229999999998,10.654302000000001,16.5743,26.3214,62.9897,75.319
2016-03-19,,,,,,,,,,,,,23.36,,,,,,,,,,18.58,14.77,22.22,24.66,,,,,,,,
2016-03-20,,,,,,,,,,,,,23.36,,,,,,,,,,18.58,14.77,22.22,24.66,,,,,,,,
2016-03-21,42.24,55.3,37.6,44.723772,18.087,14.3634,17.5298,52.9331,24.9769,42.2305,23.7463,15.812610000000001,23.32,,,,,,,,,,18.59,14.78,22.18,24.71,13.734054,32.597557,16.761049,10.646177999999999,16.4815,26.4054,62.7604,75.5843
2016-03-22,42.38,55.97,37.31,44.73658,18.087,14.4624,17.5996,52.3439,24.947,42.3347,23.8611,15.83791,23.36,,,,,,,,,,18.61,14.79,22.1,24.79,13.601995,32.673496,16.819948,10.654302000000001,16.4008,26.4374,62.2918,76.146
2016-03-23,42.0,56.08,37.49,44.767565999999995,18.087,14.1214,17.4755,53.6813,24.9117,42.4894,24.0342,15.814829999999999,23.26,,,,,,,,,,18.63,14.8,22.0,24.9,13.866113,32.656616,16.777878,10.646177999999999,16.2813,26.6242,62.1213,76.3509
2016-03-24,42.0,56.25,37.49,44.82302,18.087,14.0241,17.3828,53.5508,24.8341,42.4829,24.0391,15.772410999999998,23.26,,,,,,,,,,18.66,14.82,21.98,24.93,13.883719000000001,32.707249,16.769461,10.638056,16.2772,26.6491,61.7088,76.8542
2016-03-25,,,,,,,,,,,,,23.26,,,,,,,,,,18.66,14.82,21.98,24.93,,,,,,,,
2016-03-26,,,,,,,,,,,,,23.26,,,,,,,,,,18.66,14.82,21.98,24.93,,,,,,,,
2016-03-27,,,,,,,,,,,,,23.26,,,,,,,,,,18.66,14.82,21.98,24.93,,,,,,,,
2016-03-28,41.7,56.25,37.45,44.961621,17.85,14.2487,17.4446,53.3465,24.8163,42.3963,23.9429,15.797862,23.34,,,,,,,,,,18.71,14.85,22.03,24.87,13.910131,32.808514,16.836782,10.662419,16.3401,26.5794,61.0741,77.6327
2016-03-29,41.7,55.44,37.5,45.006974,17.85,14.1703,17.4485,51.9822,24.8518,42.0222,23.5198,15.814829999999999,23.4,,,,,,,,,,18.73,14.87,22.21,24.66,14.156638000000001,32.867588,16.920921,10.686778,16.6277,26.3638,61.8959,76.5844
2016-03-30,41.862,54.5488,37.77,45.052793,18.42,14.4337,17.7021,51.5982,24.964000000000002,41.8859,23.3639,15.823315,23.52,,,,,,,,,,18.76,14.89,22.29,24.58,14.200657999999999,32.901337,16.95458,10.727382,16.737000000000002,26.267,62.0728,76.3617
2016-03-31,42.3,53.9814,37.69,44.930053,18.7799,14.655,17.7917,51.6243,25.0488,41.7272,23.19,15.840285,23.45,77.01,140.62,76.39,76.62999999999998,111.36,100.55,73.37999999999998,120.88,86.12999999999998,18.76,14.89,22.34,24.52,14.174248,32.935078000000004,16.962997,10.792352000000001,16.8611,26.2338,61.9523,76.5072
2016-04-01,42.3101,54.03,37.61,44.682153,18.6,14.5412,17.7059,51.4206,25.0298,41.6863,23.1463,15.738470999999999,23.37,,,,,,,,,,18.63,14.79,22.33,24.52,14.020238,32.724777,16.903765,10.708625,16.8921,26.2248,62.9372,75.2864
2016-04-02,,,,,,,,,,,,,23.37,,,,,,,,,,18.63,14.79,22.33,24.52,,,,,,,,
2016-04-03,,,,,,,,,,,,,23.37,,,,,,,,,,18.63,14.79,22.33,24.52,,,,,,,,
2016-04-04,42.39,53.8,37.5601,44.498081,18.6875,14.4524,17.7281,52.4516,25.0251,41.6766,23.1343,15.763926999999999,23.22,,,,,,,,,,18.57,14.74,22.36,24.5,14.117598999999998,32.648464000000004,16.844542999999998,10.667784,16.8991,26.2444,63.2756,74.8726
2016-04-05,42.4,53.8196,37.68,44.590021,18.6875,14.1637,17.5713,53.3633,25.0065,41.6976,23.1596,15.78938,23.05,,,,,,,,,,18.58,14.75,22.33,24.53,13.949428,32.563656,16.726107,10.64328,16.8799,26.313000000000002,64.4375,73.4907
2016-04-06,42.5,53.655,37.7,44.688489000000004,18.704,14.1296,17.5518,52.3682,24.9717,41.6513,23.1117,15.823315,23.16,,,,,,,,,,18.61,14.78,22.37,24.48,14.082193,32.563656,16.878387,10.68412,16.9145,26.2356,65.1009,72.7288
2016-04-07,42.3,54.1099,37.7,44.528118,18.704,14.0317,17.5371,53.7195,24.98,41.7561,23.2209,15.806348999999999,23.08,,,,,,,,,,18.54,14.73,22.36,24.49,14.56016,32.478848,16.836085999999998,10.626941,16.8339,26.2804,66.7492,70.8814
2016-04-08,42.01,53.84,37.7,44.705738000000004,18.704,14.3235,17.6271,53.0586,24.9588,41.6533,23.1035,15.865741,23.2,,,,,,,,,,18.61,14.78,22.41,24.43,14.737178,32.631496000000006,16.912226,10.692286,16.9182,26.1626,66.9771,70.637
2016-04-09,,,,,,,,,,,,,23.2,,,,,,,,,,18.61,14.78,22.41,24.43,,,,,,,,
2016-04-10,,,,,,,,,,,,,23.2,,,,,,,,,,18.61,14.78,22.41,24.43,,,,,,,,
2016-04-11,42.43,53.72,37.72,44.844643,18.61,14.7257,17.7418,52.4358,25.0188,41.6308,23.079,15.882704,23.31,,,,,,,,,,18.66,14.82,22.48,24.35,14.834546,32.699337,16.954535,10.716795,16.9343,26.0549,67.2986,70.2889
2016-04-12,42.6,53.9,37.72,44.884791,18.61,14.7661,17.7756,51.20399999999999,25.0368,41.6828,23.1396,15.874219,23.47,,,,,,,,,,18.67,14.83,22.48,24.35,15.055819,32.758709,17.072973,10.773971000000001,16.8893,26.004,66.6204,70.9943
2016-04-13,42.49,54.845,37.72,44.997135,18.4147,14.6667,17.8129,51.6032,25.0251,42.0919,23.5909,15.882704,23.62,,,,,,,,,,18.72,14.87,22.3,24.56,14.763739000000001,32.826541999999996,17.056057,10.814812,16.5583,26.1668,65.6189,72.0603
2016-04-14,,,,45.024829,,14.854000000000001,17.7855,51.0752,24.948,42.1876,23.6946,15.899676000000001,23.6,,,,,,,,,,18.74,14.88,22.26,24.6,14.763739000000001,32.835029999999996,17.030676,10.83115,16.4842,26.2017,65.4171,72.2787
2016-04-15,42.3,54.83,37.72,44.943139,18.4147,14.7391,17.782,50.7686,24.9704,42.0838,23.5822,15.908164000000001,23.66,,,,,,,,,,18.65,14.8,22.31,24.54,14.754883999999999,32.868938,17.072973,10.839317,16.5622,26.16,66.2869,71.3194
2016-04-16,,,,,,,,,,,,,23.66,,,,,,,,,,18.65,14.8,22.31,24.54,,,,,,,,
2016-04-17,,,,,,,,,,,,,23.66,,,,,,,,,,18.65,14.8,22.31,24.54,,,,,,,,
2016-04-18,42.34,54.865,37.72,45.00375,18.31,14.5442,17.7677,50.31800000000001,24.9796,41.9875,23.4778,15.9421,23.69,,,,,,,,,,18.66,14.81,22.36,24.48,14.630964,32.868938,17.056057,10.847486,16.6338,26.1041,66.1754,71.4315
2016-04-19,42.44,54.07,37.7,45.111481,18.4,14.6767,17.9465,49.392,25.0302,41.784,23.2504,15.992999,23.89,,,,,,,,,,18.7,14.85,22.48,24.35,14.816841,33.02158,17.157581,10.945507000000001,16.7944,25.961,65.7229,71.9162
2016-04-20,41.9094,54.9488,37.71,45.148133,18.265,14.7211,17.9484,49.7581,25.0606,42.0486,23.5332,15.959066,23.96,,,,,,,,,,18.72,14.87,22.36,24.48,14.949612,33.055504,17.140659,10.961843,16.5896,26.0612,65.0017,72.7013
2016-04-21,42.29,54.99,37.71,45.125398,18.265,14.7693,17.9117,50.3714,25.0225,42.057,23.5618,16.001688,23.78,,,,,,,,,,18.7,14.86,22.34,24.51,14.88765,33.038548,17.089901,10.961843,16.5685,26.1166,65.3311,72.3302
2016-04-22,42.3,55.26,37.71,45.173473,18.265,14.5068,17.8035,50.7482,24.9925,42.3109,23.834,16.035789,23.75,,,,,,,,,,18.72,14.88,22.22,24.64,14.976158999999999,33.097908000000004,17.14912,10.986347,16.3763,26.2603,62.8294,75.1026
2016-04-23,,,,,,,,,,,,,23.75,,,,,,,,,,18.72,14.88,22.22,24.64,,,,,,,,
2016-04-24,,,,,,,,,,,,,23.75,,,,,,,,,,18.72,14.88,22.22,24.64,,,,,,,,
2016-04-25,42.43,55.14,37.71,45.097208,18.265,14.7054,17.7509,50.8245,24.9084,42.1696,23.6857,16.052843,23.72,,,,,,,,,,18.7,14.86,22.28,24.56,15.046970000000002,33.013111,17.157581,10.953676,16.4765,26.2226,63.3285,74.4941
2016-04-26,41.506,55.14,37.71,45.161986999999996,18.265,14.8015,17.7903,50.4152,24.9457,42.0619,23.5689,16.061367,23.78,,,,,,,,,,18.72,14.88,22.34,24.5,15.091226,33.106392,17.199881,10.978178,16.5571,26.1368,63.0004,74.8774
2016-04-27,43.0,55.04,37.46,45.291713,18.28,14.7535,17.7874,52.4903,24.9617,41.9692,23.4573,16.095465,23.48,,,,,,,,,,18.76,14.92,22.38,24.45,15.135481,33.199661,17.292944,11.076199,16.6346,26.1514,62.8434,75.0611
2016-04-28,42.21,54.56,37.46,45.291678000000005,18.28,14.9855,17.9517,51.7524,24.9847,41.8159,23.2785,16.121046,23.65,,,,,,,,,,18.77,14.93,22.53,24.29,15.232842999999999,33.174232,17.242188,11.059863,16.7607,25.886999999999997,66.9713,70.1347
2016-04-29,42.0,53.3705,37.46,45.262067,18.7402,15.1341,18.0109,52.0778,25.0581,41.4592,22.8985,16.121046,23.52,,,,,,,,,,18.8,14.94,22.68,24.11,15.356760000000001,33.225105,17.242188,11.051689,17.0342,25.7188,69.0232,67.9756
2016-04-30,,,,,,,,,,,,,23.52,76.39,143.29,76.04,79.10000000000002,111.86,100.36,73.5,122.02,90.45,18.8,14.94,22.68,24.11,,,,,,,,
